source,target
536381,40189
536381,40190
536381,2362
536381,2435
536381,40194
1152175,40195
1152175,40196
1152175,746
1152175,40199
1152175,40200
1152175,40201
1152175,40202
1152175,40203
1152175,40204
1152175,40205
1152175,40206
1152175,40207
1152175,40208
1152175,40210
1152175,40211
1152175,40212
1152175,40213
151924,21279
151924,33265
151924,26934
151924,40217
151924,21322
151924,27657
151924,2320
151924,21338
151924,9745
151924,21342
151924,21345
151924,40225
151924,40226
151924,21355
151924,40228
151924,34522
151924,26941
151924,40231
151924,26942
151924,26943
151924,26945
151924,21392
151924,26946
151924,34554
151924,26947
67886,40241
67886,7642
67886,40243
67886,40244
67886,40245
67886,40246
67886,40247
67886,40248
67886,40249
67886,40250
67886,2332
67886,7655
67886,40253
67886,7662
67886,40255
67886,40256
1104266,11803
1104266,18587
1104266,40259
1104266,40260
1104266,40261
1104266,40262
1104266,40263
1104266,1984
1104266,31167
1104266,40267
56405,1852
56405,3959
56405,15361
56405,3975
56405,19312
56405,1865
56405,19318
56405,20343
56405,40276
56405,15371
56405,22227
56405,40279
56405,1879
56405,19335
56405,40283
56405,61
56405,1888
56405,1887
56405,2511
18924,10325
18924,10326
18924,10327
18924,40292
18924,10330
18924,10331
18924,10332
18924,40296
18924,18928
18924,10334
18924,40299
18924,10333
1104269,40301
1104269,40302
1104269,40303
1104269,21713
1104269,40305
1104269,40306
1104269,40307
1104269,40308
1104269,40309
1104269,40310
1104269,40311
1104269,40312
1104269,40313
1104269,40314
1104269,3868
1104269,40317
1104269,31453
1104269,6414
1104269,5051
1104269,40322
1104269,40323
1104269,40324
1104269,40325
1104270,40326
1104270,40328
1104270,12802
1104270,12785
1104270,11303
1104270,40332
1104270,40333
1104270,40334
1104270,1076
1104270,40336
1104270,29405
1104270,40338
1104270,40339
1104270,40340
1104270,12792
1104270,12794
1104270,40345
1104270,40346
1104270,40347
1104270,40348
1104270,40349
1104270,40350
1104270,40351
1104270,40352
1104270,40353
1104270,40354
1104270,40355
1104270,40356
1104270,40357
1104270,40358
1104270,40359
1104270,1089
1104270,12460
1104270,12461
1104270,40363
1104270,12807
1104271,3730
1104271,40367
1104271,34637
1152176,24629
1152176,40370
1152176,40371
1152176,24631
1152176,40373
1152176,40374
1152176,16587
1152176,23018
1152176,40378
1152176,1845
1152176,8138
1152176,5245
1152176,1889
1152176,3391
1152176,33677
1152176,33656
1152176,3154
1152176,40387
1152176,40388
1152176,14610
1152176,1879
1152176,23037
1152176,40392
1152176,2390
1152176,40394
1152176,40395
1104272,40396
1104272,40397
1104272,40398
1104272,40400
1104272,15525
1104272,7632
1104272,40403
1104272,40404
1104272,15526
1104272,40407
1104272,40408
1104272,40409
1104272,40410
1104272,40411
1104272,40412
1104272,40413
1104272,40414
1104272,40415
1104272,8927
1104272,38391
1104272,40418
1104272,19732
1104272,40420
1104272,2458
1104272,40422
1104272,40424
1104272,4797
1104272,40426
1104272,40427
1104272,40428
1104272,40429
380497,2974
380497,40431
380497,40432
380497,40433
380497,5146
380497,40435
380497,21684
380497,8851
380497,40438
380497,40439
380497,13959
380497,6050
380497,40442
380497,40443
380497,18033
380497,4468
70009,3495
70009,3496
70009,40449
70009,3501
70009,3148
70009,8299
70009,40453
70009,895
70009,3509
70009,18218
70009,8319
70009,25290
70009,3164
70009,3161
70009,18235
70009,7984
70009,3030
70009,40464
70009,25312
3563,386
3563,15360
3563,40469
3563,3153
3563,15411
3563,40472
3563,40473
3563,40474
3563,8327
3563,40476
3563,25296
3563,4013
3563,2080
3563,4017
3563,3166
3563,4027
3563,33117
1022538,40485
1022538,40486
1022538,10254
1022538,40488
1022538,40489
1022538,40490
1022538,40491
1022538,40492
1022538,40493
1022538,40494
1104277,40495
1104277,40496
1104277,40497
1104277,40498
1104277,2319
1104277,40500
1104277,27139
1104277,40502
1104277,40503
1104277,40504
1104277,40505
1104277,40506
1104277,40507
1104277,40508
1104277,8137
1104277,40511
1104277,40512
1104277,40513
1104277,40514
1104277,40515
1104277,40517
1104277,40518
1104277,40519
1104277,40520
1104277,40521
1104277,40522
60,1615
60,40524
60,3378
60,40526
60,6479
60,40529
60,40530
60,40532
60,40533
60,7147
60,1624
60,5944
60,2919
60,40538
60,13371
60,60
60,40541
60,3318
60,40544
60,40545
60,14229
60,40549
60,40550
60,40551
60,40552
60,40000
60,32962
60,3026
60,19032
60,970
60,29272
60,30033
60,40563
60,40564
60,40565
60,40566
60,13383
60,40569
60,40570
60,24662
60,36224
111516,40573
111516,40574
111516,40575
111516,40576
111516,2621
111516,40578
111516,40579
111516,29385
111516,40581
111516,40582
45020,40583
45020,40584
45020,40585
45020,9581
45020,31488
45020,31489
45020,31490
45020,40591
45020,40592
45020,40593
45020,347
45020,40595
45020,40596
45020,10123
45020,40598
45020,40599
45020,16123
45020,40601
45020,33063
45020,40603
45020,40604
45020,40605
45020,40606
45020,40607
106634,2056
106634,40609
106634,40610
106634,2101
106634,36752
106634,40613
106634,40614
106634,604
106634,40616
106634,40617
1104282,40618
1104282,40620
1104282,40621
1104282,40622
1104282,40623
1104282,40624
1104282,40625
1104282,40626
1104282,40627
1104282,40628
1104282,40630
1104282,40631
1104282,35472
1104282,40633
1104282,40634
1104282,40635
1104282,40636
1104282,40637
1104282,40638
1104282,40639
1104282,40640
1104282,40641
1104282,40643
1104282,40644
1104282,40645
1104282,40646
1104282,40647
1104282,40648
1104282,40649
1104282,40650
1104282,13341
1104282,40652
1104282,40653
1104282,40654
1104282,40655
1104282,40656
1104282,40657
1104282,40658
1104282,40659
1104282,40661
1104282,40662
1104282,40663
1104282,40664
1104282,40665
1104282,40666
1104282,32462
1104282,40668
1104282,40671
1104282,40672
1104282,40673
1104282,40674
1104282,40676
1104282,40677
1104282,40678
1104282,31707
1104282,40681
1104282,40682
1104282,40683
1104282,40684
1104282,40685
1104282,40686
1104282,40687
1104282,40688
1104282,40689
1104282,40690
1104282,27799
1104282,40692
1104282,40694
1104282,40696
1104282,40698
1104282,40699
1104282,40700
1104282,40701
1104282,40702
1104282,40703
1104282,40704
1104282,40705
1104282,40706
1104282,40707
1104282,40708
1104282,40709
1104282,40710
1104282,40711
4626,40712
4626,4624
4626,3180
4626,2348
4626,4627
4626,9890
4626,26596
4626,33982
4626,251
4626,40721
4626,5917
4626,28304
4626,40725
4626,40726
4626,40727
4626,39126
4626,4640
4626,40733
4626,40735
4626,10375
4626,4183
4626,40741
4626,40742
4626,6631
4626,476
4626,40747
4626,9544
1104285,40760
1104285,10223
1104285,21838
1104285,40764
1104285,40765
1104285,8391
1104285,40000
1104285,21841
1104285,40770
1104285,40771
1104285,40772
1104285,21844
1104285,40774
1104285,40775
1104286,40777
1104286,20
1104286,40614
1104286,30441
1104286,2059
1104286,40782
1104286,848
1104286,14785
1104286,40786
1104286,40787
1104286,40788
1104286,40789
40792,40790
40792,40791
40792,40792
40792,40793
40792,40794
40792,23959
40792,40796
40792,40797
40792,36264
40792,21601
40792,40801
40792,40803
40792,40804
40805,40805
40805,3378
40805,367
40805,40808
40805,4480
40805,40810
40805,4485
40805,3544
40805,39706
40805,40814
40805,40815
40805,60
40805,40817
40805,40818
40805,40819
40805,7501
40805,3546
40805,40822
34816,19872
34816,1098
34816,40825
34816,19518
34816,40827
34816,2941
34816,5674
34816,40830
34816,40831
34816,40832
34816,1118
34816,40834
34816,1120
34816,40836
34816,40837
34816,1126
34816,40839
34816,40841
34816,40842
34816,4176
34816,9601
34816,854
34816,1147
34816,3076
34816,40848
34816,24523
34816,2952
34816,5686
34816,22142
34816,1149
34816,40855
34816,40856
34816,40857
34816,10469
34816,40859
6343,40860
6343,3215
6343,19804
6343,14529
6343,6307
6343,17794
6343,28195
6343,11764
6343,414
6343,40870
6343,40873
6343,2959
6343,17796
6343,17798
6343,415
6343,40878
6343,29025
6343,3220
6343,6315
6343,9890
6343,17799
6343,23744
6343,40885
6343,40886
6343,416
6343,17801
6343,251
6343,6319
6343,6773
6343,25772
6343,40893
6343,40894
6343,40895
6343,40896
6343,25773
6343,40898
6343,3231
6343,40900
6343,8078
6343,6323
6343,17803
6343,40904
6343,40905
6343,40908
6343,39130
6343,39131
6343,40912
6343,6324
6343,40914
6343,30286
6343,2000
6343,20867
6343,4712
6343,40921
6343,40922
6343,40923
6343,24669
6343,17804
6343,1781
6343,40928
6343,10183
6343,291
6343,40932
6343,40934
6343,3249
6343,40936
6343,40938
6343,815
6343,40941
6343,6334
6343,6337
6343,21049
6343,40945
6343,5966
6343,10796
6343,40949
6343,28528
6343,40951
6343,476
6343,3254
6343,40954
6343,12439
6343,424
6343,40957
6343,40958
6343,40959
847001,6945
847001,40961
847001,12702
847001,33549
847001,7473
847001,30408
847001,40966
847001,15054
847001,451
847001,2800
847001,40970
847001,39638
847001,7483
847001,40973
847001,1553
847001,103
847001,7485
847001,7107
847001,40978
847001,40979
29246,40980
29246,40981
29246,40982
29246,1936
29246,40985
29246,40986
29246,9668
29246,4344
29246,4707
29246,29242
29246,29244
29246,18728
29246,3
29246,40996
29246,40997
29246,41000
29246,41001
29246,41002
29246,5
29246,4348
29246,3925
29246,41006
29246,29249
29246,41008
29246,9685
29246,6
29246,2431
29246,18103
29246,41013
29246,41014
29246,41015
29246,41016
29246,1957
29246,41018
29246,9702
29246,41021
29246,41022
29246,24204
29246,9703
29246,41025
29246,41026
29246,3000
29246,9710
29246,41029
29246,41030
29246,41031
29246,20404
29246,41033
29246,9717
29246,41035
29246,3112
1104293,23064
1104293,35806
1104293,41040
1104293,23077
1104293,39
1104293,3046
1104293,23081
1104293,41045
1104293,41046
1104294,5643
1104294,41050
1104294,41051
1104294,41052
1104294,41053
1104294,41054
1104294,41055
1104294,21452
1104294,41057
1104294,21451
1104294,17532
1104294,6826
1104294,41062
1104294,4159
1104294,41065
1104294,41066
1104294,21453
1104294,41068
1104294,41069
1104294,21454
1104294,41071
1104294,26839
1104294,3728
1104294,41075
1104294,41076
1104294,41077
1104294,41079
1104294,41081
1104295,762
1104295,41083
1104295,41085
1104295,1652
1104295,8972
1104295,41088
1104295,41089
1104295,41090
1104295,41091
1104295,41092
1104295,13598
1104295,41094
1104295,41095
1104295,8103
1104295,41097
1104295,14579
1104295,41099
1104295,5936
1104295,41101
1104295,41102
1104295,41103
1104295,14581
1104295,41105
1104295,41106
1104295,41107
1104295,41108
1104295,10716
1104295,8111
1104295,41112
1104295,14028
1104295,14031
1104295,41115
1104295,41116
1104295,41117
1104296,18711
1104296,1098
1104296,13610
1104296,41121
1104296,41122
1104296,41123
1104296,34816
1104296,17532
1104296,41126
1104296,41127
1104296,41128
1104296,41129
1104296,11379
1104296,1120
1104296,41132
1104296,41133
1104296,41134
1104296,41135
1104296,41136
1104296,41137
1104296,41138
1104296,41139
1104296,41140
1104296,14514
1104296,41142
1104296,41143
1104296,41144
1104296,8482
1104296,23269
1104296,41147
1104296,30760
1104296,41149
1104296,41150
1104296,41151
41152,41152
41152,41153
41152,41154
41152,41155
41152,41156
41152,20688
41152,41158
41152,41159
41152,41160
41152,41161
41152,41162
41152,41163
41152,41164
41152,3965
41152,41166
41152,41167
41152,2036
41152,2210
41152,41170
41152,41171
41152,13818
41152,41173
41152,39050
41152,41175
41152,41176
41152,41177
41152,39054
41152,41180
41152,41181
41152,41182
1104298,41183
1104298,41184
1104298,11163
1104298,2748
1104298,41187
1104298,41188
1104298,2770
1104298,41190
1104298,41191
1104298,41192
1104298,41193
1104298,15957
1104298,15958
1104298,41196
1104298,11181
1104298,15960
1104298,2818
1104298,41200
1104298,15963
11339,11327
11339,2348
11339,11377
11339,1781
11339,4337
11339,267
11339,11351
1104300,17008
1104300,7787
1104300,2962
1104300,41216
1104300,7790
1104300,7791
1104300,41219
1104300,41220
1104300,41221
1104300,4335
1104300,6817
1104300,41226
1104300,31866
1104300,41228
224059,41229
224059,40213
224059,41231
224059,6431
224059,41233
224059,14036
224059,26595
224059,5975
224059,41237
224059,41238
224059,41239
224059,41240
224059,41241
224059,41242
224059,41243
224059,41244
224059,41245
224059,41246
224059,29864
224059,41248
224059,10513
224059,41250
224059,41251
224059,41252
224059,41254
224059,41255
224059,41256
224059,41257
224059,41258
16218,16212
16218,16213
16218,31464
16218,229
16218,6846
16218,41264
16218,16219
16218,469
16218,16224
16218,16225
4424,14952
4424,15789
4424,41273
4424,514
4424,41275
4424,19841
4424,41281
4424,41282
4424,31002
4424,41284
4424,531
4424,778
4424,41287
4424,4354
4424,541
4424,41291
4424,1931
4424,4433
4424,41294
4424,41295
8453,28555
8453,41297
8453,38902
8453,41299
85640,41300
85640,41301
85640,41302
85640,41303
85640,41304
85640,41305
3667,3661
3667,3662
3667,41308
3667,3667
3667,41310
3667,3670
3667,41314
3667,10705
3667,3677
19045,41318
19045,41328
19045,41332
19045,41333
249504,41335
249504,1851
249504,11468
249504,1852
249504,1859
249504,41340
249504,11467
249504,41342
249504,1879
249504,41344
249504,1888
41356,41346
41356,41348
41356,41349
41356,3901
41356,41351
41356,41352
41356,41353
41356,25668
41356,27166
41356,41356
41356,25667
41356,41358
41356,11427
41356,41360
41356,41361
41356,11690
41356,41363
41356,41365
41356,41366
41356,41367
41356,41368
41356,29061
41356,41370
41356,41371
41356,41372
41356,41373
6247,5331
6247,32409
6247,9220
6247,4606
6247,4601
6247,32392
6247,6262
6247,4615
6247,9519
6247,6250
6247,15905
6247,8101
6247,24437
6247,20048
6247,18415
6247,32396
6247,22154
6247,41392
6247,5332
6247,41394
41398,41163
41398,3965
41398,41397
41398,41398
41398,41399
41398,18549
41398,41401
41398,41402
41398,35280
41398,645
41398,644
41398,41409
1104312,1652
1104312,39883
1104312,13394
1104312,41414
1104312,41416
1104312,41417
878641,41418
878641,41419
878641,41420
878641,41421
878641,41422
878641,41423
878641,41424
878641,32999
878641,17183
878641,41428
878641,41429
878641,41430
878641,13257
878641,15382
73635,41433
73635,1099
73635,41435
73635,41436
73635,41437
73635,1098
73635,4149
73635,41440
73635,2941
73635,41442
73635,34816
1104315,41445
1104315,41446
1104315,41447
1104315,41448
1104315,41449
1104315,41450
1104315,41451
1104315,38142
1104315,17751
1104315,17756
1104315,38147
1104315,41457
1018238,41458
1018238,41459
1018238,14639
1018238,8598
1018238,41462
1018238,41463
1018238,985
1018238,20889
1018238,8803
1018238,26326
1018238,19199
1018238,41470
1018238,41471
1018238,14647
1018238,41473
1018238,599
1018238,31618
1018238,41476
1018238,41477
1018238,649
1018238,41479
1018238,41481
1018238,41482
1018238,41483
1018238,41484
1104317,41485
1104317,41486
1104317,41487
1104317,41488
1104317,41489
1104317,41490
1104317,41491
1104317,41492
1104317,41493
1104317,29072
1104317,25158
1104317,41496
1104317,41497
1104318,41498
1104318,41504
1104318,11295
1104319,14671
1104319,12676
1104319,6823
1104319,448
1104319,5535
1104319,41521
1104319,30003
1104319,17535
1104319,681
1104319,41526
1104319,10834
1104319,30013
1104319,41530
1104319,1308
1104319,41532
1104319,684
1104319,41534
1104319,17546
1104319,5291
1104319,13045
101811,41555
101811,37585
101811,28806
101811,41558
101811,41559
101811,11327
101811,4794
101811,41562
101811,23738
101811,31854
101811,41566
101811,41567
101811,41568
101811,20865
101811,28815
101811,12350
101811,41572
101811,33417
101811,9974
101811,2000
101811,37991
101811,8830
101811,4809
101811,12230
101811,41581
101811,267
101811,268
101811,16287
101811,13214
101811,41587
101811,41588
101811,41589
1152177,41592
1152177,1410
1152177,11733
1152177,15137
1152177,1412
1152177,10738
1152177,11737
1152177,41599
1152177,16721
1152177,41601
1152177,1414
1152177,11743
1152177,13513
1152177,7456
1152177,10745
1152177,41607
1152177,2800
1152177,41609
1152177,41610
1152177,11748
1152177,11749
1152177,3756
1152177,41614
1152177,1428
1152177,41616
22628,41617
22628,41618
22628,41619
22628,41620
22628,41621
22628,41622
22628,41623
22628,41624
22628,41625
22628,41626
22628,41627
22628,41628
22628,40439
22628,4457
22628,41631
22628,41632
22628,4458
22628,41634
22628,10664
22628,15248
22628,41637
22628,41638
22628,41640
22628,9152
22628,22096
22628,41643
22628,41644
22628,41645
22628,41646
22628,22102
22628,41650
22628,41651
22628,41652
22628,41653
22628,15456
22628,20106
22628,1433
22628,4468
22628,16423
22628,41659
22628,41660
1104323,41661
1104323,10885
1104323,41663
943087,4794
943087,41665
943087,41666
943087,41667
943087,41668
943087,4960
943087,20865
943087,41672
943087,20996
943087,16096
943087,4851
943087,16059
943087,913
943087,12254
943087,476
2887,41682
2887,1616
2887,2881
2887,14903
2887,2885
2887,35894
2887,2886
2887,30009
1104326,41690
1104326,41691
1104326,2990
1104326,41693
1104326,41694
1104326,41695
1104327,2950
1104327,41698
1104327,41699
18313,35852
18313,41701
18313,41702
18313,41703
18313,41704
18313,41705
18313,35061
18313,41707
18313,32643
18313,1388
18313,41713
18313,41714
18313,41715
18313,17267
18313,41718
18313,35
18313,41723
18313,41725
18313,21979
18313,2362
18313,2430
18313,12026
18313,41732
18313,41733
18313,41735
18313,41736
18313,10985
18313,41738
18313,18319
18313,28447
18313,438
18313,41742
18313,22054
18313,41745
18313,27083
18313,41747
18313,6225
18313,41749
18313,41750
18313,41751
18313,41752
2653,12182
2653,26802
2653,41756
2653,41757
2653,6125
2653,41759
2653,6721
2653,41761
2653,13986
2653,6131
1104330,41765
1104330,41767
1104330,41768
1104330,41769
1104330,41770
1104330,41771
1104330,41772
1104330,41773
1104330,41774
1104330,41775
1104330,10660
1104330,41777
1104330,41778
1104330,41779
1104330,41781
1104330,41782
1104330,41783
1104330,3832
1104331,41785
1104331,2319
1104331,41787
1104331,12469
1104331,26047
1104331,12476
1104331,29514
1104331,41792
1104331,10513
41812,41794
41812,41795
41812,41797
41812,41798
41812,41799
41812,41801
41812,12313
41812,41804
41812,41805
41812,41806
41812,4097
41812,37222
41812,37223
41812,41810
41812,41811
41812,41812
41812,41813
41812,41814
41812,6406
41812,41816
41812,41817
41812,41818
41812,41819
41812,41820
41812,41821
41812,41822
41812,27115
41812,41824
41812,31453
41812,32075
41812,4113
41812,41828
41812,32076
41812,41830
41812,31458
176324,14844
176324,41835
176324,41836
176324,41837
176324,41838
176324,1977
176324,41841
176324,2763
176324,70
176324,41844
176324,41845
176324,41846
176324,41847
176324,2764
176324,41849
176324,8348
176324,41854
176324,968
176324,16560
176324,41857
176324,39323
176324,41860
155898,41862
155898,41863
155898,8343
155898,41865
155898,18992
155898,41867
155898,18760
155898,41869
155898,41870
155898,5839
155898,5955
155898,2803
1104335,41876
1104335,41877
1104335,41878
1104335,41879
1104335,13658
1104335,438
1104335,13686
1104336,10966
1104336,41885
1104336,41886
1104336,41887
1104336,41888
1104336,41889
1104336,41492
1104336,25158
1104336,41892
1104336,41893
1110,41894
1110,3056
1110,41896
1110,41897
1110,41898
1110,41899
1110,3057
1110,3061
1110,41902
1110,41904
1110,4176
1110,1142
1110,41907
1110,3073
1152178,14515
1152178,954
1152178,1468
1152178,11903
1152178,8137
1152178,14524
1621,41916
1621,41917
1621,41918
1621,41919
1621,41920
1621,41921
1621,41922
1621,41923
1621,1629
1621,41925
1621,5256
1621,41927
1621,41928
1621,111
476295,41930
476295,21280
476295,41932
476295,41933
476295,41934
476295,41935
476295,41936
476295,41937
476295,41938
476295,41939
476295,9930
476295,21310
476295,21325
476295,492
476295,41945
476295,41946
476295,41947
476295,41948
476295,41949
476295,41950
476295,41952
476295,21440
476295,226
22783,2092
22783,33615
22783,36431
22783,41960
22783,14844
22783,19032
22783,9136
22783,6485
22783,963
22783,961
22783,71
22783,964
22783,41969
22783,13371
22783,14629
22783,22785
22783,40530
22783,41974
22783,22787
22783,19952
22783,41977
22783,41978
22783,41979
22783,24662
14033,14001
14033,14003
14033,14007
14033,41985
14033,14013
14033,14014
14033,41988
14033,34167
14033,41990
14033,14031
63258,5325
63258,16080
63258,16079
63258,41995
63258,16147
63258,16082
63258,41998
63258,41999
63258,16138
63258,42001
63258,42002
63258,42003
63258,42004
63258,42005
63258,16148
63258,16139
63258,38227
211647,42009
211647,42010
211647,42011
211647,42012
211647,42013
211647,42014
211647,42015
211647,42016
211647,42017
211647,42018
211647,42019
211647,42020
211647,42022
211647,42023
1104345,42024
1104345,42025
1104345,42026
1104345,42027
1104345,42028
1104345,1522
1104345,42030
1104345,42032
1104345,42034
1104345,42035
1104345,42036
1104345,42037
1104345,42038
1104345,42039
1104345,42041
132708,16238
132708,42044
132708,42045
132708,10663
132708,42047
132708,14294
132708,42049
132708,42051
132708,14262
132708,42053
132708,42054
132708,42055
132708,7710
132708,42057
132708,42059
132708,14278
132708,42061
132708,42062
5654,42067
5654,42076
5654,42077
5654,12683
5654,42089
5654,42091
5654,42092
5654,12679
5654,5654
1104348,42098
1104348,42099
1104348,42100
1104348,23356
1104348,42103
1104348,1455
1104348,16190
1104350,42106
1104350,42107
1104350,42108
1104350,42109
1104350,42110
1104350,42112
1104350,42113
1104350,42114
1104350,42115
1104350,42116
1104350,42117
1104350,42118
1104350,42119
1104350,42120
1104350,42121
1104350,42122
1104350,42123
1104350,42124
1104350,42125
1104350,42126
1104350,42127
1104350,42128
1104350,42130
1104350,42131
1104350,42132
1104350,42133
1104350,42134
1104350,42135
1104350,42136
1104350,42137
1104350,42140
1104350,42141
1104350,42142
1104350,42144
1104351,30185
1104351,42147
1104351,18386
1104351,29191
1104351,42151
1152179,42152
1152179,42153
1152179,8677
1152179,42155
1152179,42156
1152179,42157
1152179,42160
1152179,42161
1104353,42162
1104353,2137
1104353,42164
1104353,2143
1104353,2144
1104353,42167
1104353,2160
1104353,42169
1104353,2224
1104353,2257
1104353,42172
1104353,42173
1104353,42174
1104353,42175
1104353,2271
1104353,42178
1104353,42179
1104353,42180
1104353,42181
1104353,42182
1104353,42183
1104353,42184
1104353,42185
1104353,2300
1104353,42187
1104354,42188
1104354,4996
1104354,42191
1104354,18771
1104354,920
1104354,231
1104354,27508
1104354,42196
1104354,17096
27197,12153
27197,8215
27197,42201
27197,42202
27197,12168
27197,42204
27197,4794
27197,42206
27197,42207
27197,42208
27197,42209
27197,42210
27197,42211
27197,42212
27197,21034
27197,12194
27197,27199
27197,42217
27197,10177
27197,12215
27197,882
27197,42221
27197,42222
27197,42224
27197,42225
27197,42227
27197,42228
27197,27213
27197,12245
27197,2367
1104356,16312
1104356,954
1104356,8128
1104356,1858
1104356,1857
1104356,8135
1104356,8137
1104356,42241
1104356,16404
1104356,8583
1104356,42244
1104356,1888
1104356,42246
368851,42247
368851,42248
368851,42249
368851,42250
368851,42251
368851,42252
368851,42253
368851,42254
368851,42255
368851,33762
5549,20073
5549,42258
5549,42259
5549,5756
5549,9128
5549,31239
5549,19309
5549,30913
5549,42265
5549,19313
5549,31246
5549,9155
5549,9158
5549,19319
5549,42271
5549,42241
5549,9182
5549,42275
5549,8903
5549,39773
5549,31260
5549,19338
5549,26552
5549,42281
42283,42282
42283,42283
42283,42285
42283,42286
42283,42287
42283,24582
42283,22742
42283,42290
42283,42291
42283,42293
42283,42294
42283,42295
5756,2056
5756,5549
5756,1851
5756,15090
5756,18745
5756,42301
5756,9251
5756,5222
5756,42304
5756,42305
5756,19313
5756,6798
5756,9158
5756,19319
5756,42310
5756,5215
5756,34640
5756,487
5756,42314
5756,17183
5756,4013
5756,1016
5756,42318
5756,5578
5756,10240
5756,61
1152180,6460
1152180,17251
1152180,17252
1152180,17253
1152180,17254
1152180,17256
1152180,17257
1152180,1388
1152180,17261
1152180,17262
1152180,922
1152180,17264
1152180,17265
1152180,1279
1152180,17267
1152180,17268
1152180,17270
1152180,17271
1152180,12016
1152180,17273
1152180,17274
1152180,17275
1152180,17276
1152180,17278
1152180,17279
1152180,17280
1152180,17281
1152180,17282
1152180,17283
1152180,2362
1152180,17285
1152180,17286
1152180,17287
1152180,17289
1152180,17290
1152180,17291
1152180,4298
1152180,17294
1152180,17295
1152180,17296
1152180,17297
1152180,9702
1152180,17299
1152180,17300
1152180,17301
1152180,17302
1152180,17303
1152180,17304
1152180,17305
1152180,3830
1152180,17307
1152180,17308
1152180,10960
1152180,17310
1152180,17311
1152180,17312
1152180,17313
1152180,11283
1152180,2443
1152180,17316
1152180,17317
1152180,17318
1152180,17319
1152180,17320
1152180,17321
1152180,17324
1152180,17325
1104361,42398
1104361,42399
1104361,42400
1104361,42401
1104361,42403
1104361,26169
1104361,42406
1104361,40663
1104361,42408
1104361,42410
1104361,3830
1104361,42412
1104361,10960
226268,42414
226268,19940
226268,42418
226268,42419
226268,42420
226268,16321
226268,42422
226268,42423
226268,42424
226268,42425
226268,42428
226268,8265
226268,42431
226268,11790
226268,42433
226268,42434
226268,42435
226268,42436
226268,42437
226268,42438
226268,4488
226268,42440
226268,19944
226268,19945
226268,8270
226268,19948
226268,42445
226268,34189
226268,42447
226268,16362
226268,16363
226268,42450
226268,34193
226268,42452
226268,8277
226268,42454
226268,42455
226268,42456
226268,16386
226268,20005
226268,16401
226268,10112
226268,42461
178011,1018
178011,42464
178011,42465
178011,42466
178011,42467
178011,42468
178011,42469
178011,42470
178011,42471
178011,42472
178011,13197
178011,42474
178011,13203
178011,21322
178011,42478
178011,42479
178011,42480
178011,42481
178011,1038
178011,42485
178011,28536
178011,42488
178011,41749
178011,42490
1104364,42491
1104364,42492
1104364,42493
1104364,42494
1104364,42495
1104364,42496
1104364,42497
63314,12101
63314,12102
63314,9260
63314,9268
63314,12111
63314,12113
63314,12114
63314,9270
63314,12116
63314,12117
63314,20122
63314,24602
63314,42510
63314,42511
63314,42512
63314,42513
63314,42514
63314,20123
63314,42516
63314,9271
63314,42518
63314,9266
63314,42520
63314,30221
63314,9269
63314,42523
1104366,4624
1104366,19222
1104366,4660
1104366,42529
1104366,33982
1104366,23751
1104366,42532
1104366,23755
1104366,42535
1104366,42536
1104366,3236
1104366,18619
1104366,12956
1104366,16220
1104366,5043
1104366,42542
1104366,16221
1104366,14403
1104366,8534
36824,5899
36824,42547
36824,15566
1104368,42549
1104368,3258
1104368,42551
1104368,42552
1104368,42553
1104368,42554
1104368,42555
1104368,42556
1104368,37760
1104368,42559
1104368,42560
1104368,42562
1104368,42563
1104368,42564
1104368,42565
1104368,40407
1104368,42567
1104368,42568
1104368,15625
1104368,36855
1104368,42572
1104368,15528
1104368,42574
1104368,42575
1104368,42576
1104368,42577
1104368,42578
1104368,42579
1104368,42580
1104368,42581
1104368,42582
1104368,42583
1104368,42584
1104368,42585
1104368,15866
1104368,29790
1104368,42588
1104368,42589
1104368,42590
1104368,42591
1104368,42592
1104368,42593
1104368,42594
1104368,42595
1104368,15480
1104368,42598
1104368,42599
1104368,42600
1104368,42601
1104368,42602
1104368,19735
1104368,15635
1104368,42605
1104368,42606
1104368,42607
1104368,15491
1104368,42609
1104368,42610
1104368,6608
1104368,42613
1104368,42614
1104368,22019
1104368,42616
1104368,42617
1104368,42618
1104368,42619
1104368,42620
1104368,42621
1104368,6411
1104368,42624
1104368,15640
1104368,42626
1104368,42627
1104368,42628
1104368,15642
1104368,42630
1104368,42631
1104368,14989
1104368,42633
1104368,42634
1104368,42635
1104368,42636
1104368,42637
1104368,15645
1104368,24931
1104368,42641
1104368,42642
1104368,42643
1104368,15647
1104368,42645
1104368,42646
1104368,42647
1104368,42648
1104368,42649
1104368,15650
1104368,42652
1104368,42653
1104368,42654
1104368,42655
1104368,42656
1104368,42657
1104369,42659
1104369,10882
1104369,8342
1104369,29062
1104369,42663
1104369,42664
1104369,3901
1104369,8350
1104369,42667
1104369,29060
1104370,19559
1104370,5301
1104370,42672
1104370,11679
1104370,42675
1104370,42676
1104370,42677
1104370,42678
1104370,42679
1104370,24167
1104370,29534
1104370,42684
1104370,10730
1104371,42686
1104371,10965
1104371,42688
1104371,42689
1104371,42690
1104371,42691
1104371,42692
1104371,42693
1104371,42694
1104371,27978
1104371,41888
1104371,42698
1104371,41496
1104371,42700
1104371,42702
1104371,42703
