id,filename,citation
35894,ftp:##ftp.cs.washington.edu#pub#orca#papers#pldi98.ps,"[9] <author> E Christopher Lewis, Calvin Lin, and Lawrence Snyder. </author> <title> The implementation and evaluation of fusion and contraction in array languages. </title> <booktitle> In SIGPLAN Conference on Programming Language Design and Implementation, </booktitle> <pages> pages 5059, </pages> <month> June </month> <year> 1998. </year>"
35894,http:##www.cs.washington.edu#homes#echris#papers#pldi98.ps,"[9] <author> E Christopher Lewis, Calvin Lin, and Lawrence Snyder. </author> <title> The implementation and evaluation of fusion and contraction in array languages. </title> <booktitle> In SIGPLAN Conference on Programming Language Design and Implementation, </booktitle> <pages> pages 5059, </pages> <month> June </month> <year> 1998. </year>"
35897,http:##polaris.cs.uiuc.edu#newhome#ftp#Parafrase2#papers#icpp89.ps.Z,"[PGH + 90] <author> Constantine Polychronopoulos, Milind B. Girkar, Mohammad R. Haghighat, Chia L. Lee, Bruce P. Leung, and Dale A. Schouten. </author> <title> The structure of Parafrase-2: An advanced parallelizing compiler for C and Fortran. </title> <booktitle> In Languages and Compilers for Parallel Computing. </booktitle> <publisher> MIT Press, </publisher> <year> 1990. </year>"
35905,ftp:##wol.ra.phy.cam.ac.uk#pub#mackay#jordan.ps.gz,"[4] <author> V. Balasubramanian, </author> <title> Equivalence and reduction of hidden Markov models, </title> <type> Master\'s thesis, </type> <institution> Department of Electrical Engineering and Computer Science, MIT, </institution> <type> issued as AI Technical Report 1370, </type> <year> 1993. </year>"
35905,http:##www.ai.mit.edu#~mpf#articles#AITR-1370.ps,"[4] <author> V. Balasubramanian, </author> <title> Equivalence and reduction of hidden Markov models, </title> <type> Master\'s thesis, </type> <institution> Department of Electrical Engineering and Computer Science, MIT, </institution> <type> issued as AI Technical Report 1370, </type> <year> 1993. </year>"
35905,http:##www.cs.toronto.edu#~mackay#jordan.ps.gz,"[4] <author> V. Balasubramanian, </author> <title> Equivalence and reduction of hidden Markov models, </title> <type> Master\'s thesis, </type> <institution> Department of Electrical Engineering and Computer Science, MIT, </institution> <type> issued as AI Technical Report 1370, </type> <year> 1993. </year>"
35921,ftp:##ftp.cse.ucsc.edu#pub#rna#cpm94.ps.Z,"[Sakakibara et al., 1994] <author> Sakakibara, Y., Brown, M., Hughey, R., Mian, I. S., Sjolander, K., Underwood, R. C., and Haussler, D. </author> <year> (1994). </year> <title> Stochastic context-free grammars for tRNA modeling. </title> <journal> NAR, </journal> <volume> 22 </volume> <pages> 5112-5120. </pages>"
35921,ftp:##ftp.cse.ucsc.edu#pub#rna#scfg.ps.Z,"[Sakakibara et al., 1994] <author> Sakakibara, Y., Brown, M., Hughey, R., Mian, I. S., Sjolander, K., Underwood, R. C., and Haussler, D. </author> <year> (1994). </year> <title> Stochastic context-free grammars for tRNA modeling. </title> <journal> NAR, </journal> <volume> 22 </volume> <pages> 5112-5120. </pages>"
35921,ftp:##ftp.cse.ucsc.edu#pub#rna#scfgrev.ps.gz,"[Sakakibara et al., 1994] <author> Sakakibara, Y., Brown, M., Hughey, R., Mian, I. S., Sjolander, K., Underwood, R. C., and Haussler, D. </author> <year> (1994). </year> <title> Stochastic context-free grammars for tRNA modeling. </title> <journal> NAR, </journal> <volume> 22 </volume> <pages> 5112-5120. </pages>"
35921,ftp:##ftp.cse.ucsc.edu#pub#rna#techreport.crl94.14.ps.Z,"[Sakakibara et al., 1994] <author> Sakakibara, Y., Brown, M., Hughey, R., Mian, I. S., Sjolander, K., Underwood, R. C., and Haussler, D. </author> <year> (1994). </year> <title> Stochastic context-free grammars for tRNA modeling. </title> <journal> NAR, </journal> <volume> 22 </volume> <pages> 5112-5120. </pages>"
35922,ftp:##psyche.mit.edu#pub#jordan#belief.ps.Z,"[Saul et al., 1996] <author> Saul, L., Jaakkola, T., and Jordan, M. </author> <year> (1996). </year> <title> Mean field theory for sigmoid belief networks. </title> <journal> Journal of Artificial Intelligence Research, </journal> <volume> 4 </volume> <pages> 61-76. </pages>"
35922,http:##www.cs.cmu.edu#afs#cs#project#jair#pub#volume4#saul96a.ps.Z,"[Saul et al., 1996] <author> Saul, L., Jaakkola, T., and Jordan, M. </author> <year> (1996). </year> <title> Mean field theory for sigmoid belief networks. </title> <journal> Journal of Artificial Intelligence Research, </journal> <volume> 4 </volume> <pages> 61-76. </pages>"
35962,ftp:##info.mcs.anl.gov#pub#tech_reports#reports#P162.ps.Z,"[Wri92] <author> M.H. Wright. </author> <title> Interior methods for constrained optimization. </title> <booktitle> Acta Numerica 1992, </booktitle> <pages> pages 341-407, </pages> <year> 1992. </year>"
35999,ftp:##whitechapel.media.mit.edu#pub#tech-reports#TR-234.ps.Z,"[PP93a] <author> K. Popat and R.W. </author> <title> Picard. Novel cluster based probability model for texture synthesis, classification, and compression. </title> <booktitle> Proceedings of the SPIE. Visual Communications and Image Processing \'93, </booktitle> <year> 2094, </year> <month> pt.2:756-68, </month> <year> 1993. </year>"
36000,ftp:##whitechapel.media.mit.edu#pub#tech-reports#TR-288.ps.Z,"[43] <author> A. Sherstinsky and R. W. </author> <title> Picard, ""Orientation-sensitive image processing with M-Lattice: A novel non-linear dynamical system,"" </title> <booktitle> in IEEE First Int. Conf. on Image Proc., </booktitle> <volume> vol. III, </volume> <pages> pp. 152-156, </pages> <month> Nov. </month> <year> 1994. </year>"
36023,http:##cahn.www.media.mit.edu#people#cahn#papers#avios90-article.ps.gz,"[Cahn90] <author> Cahn, Janet E. </author> <title> The Generation of Affect in Synthesized Speech. </title> <journal> Journal of the American Voice I/O Society , July 1990. </journal>"
36023,http:##www.media.mit.edu#~cahn#papers#avios90-article.ps.gz,"[Cahn90] <author> Cahn, Janet E. </author> <title> The Generation of Affect in Synthesized Speech. </title> <journal> Journal of the American Voice I/O Society , July 1990. </journal>"
36030,ftp:##whitechapel.media.mit.edu#pub#tech-reports#TR-302.ps.Z,"[9] <author> R. W. Picard and T. P. Minka. </author> <title> Vision texture for annotation. </title> <journal> Journal of Multimedia Systems, </journal> <volume> 3 </volume> <pages> 3-14, </pages> <year> 1995. </year>"
36031,ftp:##whitechapel.media.mit.edu#pub#tech-reports#TR-349.ps.Z,"[75] <author> T. P. Minka and R. W. </author> <title> Picard, ""Interactive learning using a `society of models\',"" </title> <note> Submitted for Publication, 1995. Also appears as MIT Media Lab Perceptual Computing TR#349. </note>"
36063,http:##www-csag.cs.uiuc.edu#papers#morph.ps,"[9] <author> L. Choi and A. A. Chien. </author> <title> Integrating Networks and Memory Hierarchies in a Multicomputer Node Architecture. </title> <booktitle> In Proceedings of the International Parallel Processing Symposium, </booktitle> <pages> pages 10-17, </pages> <month> April </month> <year> 1994. </year>"
36099,ftp:##ftp.eecs.umich.edu#people#huffman#papers#ml93-dist.ps.Z,"[Huffman and Laird, 1993] <author> Scott B. Huffman and John E. Laird. </author> <title> Learning procedures from interactive natural language instructions. </title> <editor> In P. Utgoff, editor, </editor> <booktitle> Machine Learning: Proceedings of the Tenth International Conference, </booktitle> <year> 1993. </year>"
36099,http:##ai.eecs.umich.edu#people#huffman#papers#ml93-dist.ps.Z,"[Huffman and Laird, 1993] <author> Scott B. Huffman and John E. Laird. </author> <title> Learning procedures from interactive natural language instructions. </title> <editor> In P. Utgoff, editor, </editor> <booktitle> Machine Learning: Proceedings of the Tenth International Conference, </booktitle> <year> 1993. </year>"
36100,http:##ai.eecs.umich.edu#people#huffman#papers#cogsci93.ps.Z,"[Huffman et al., 1993a] <author> Scott B. Huffman, Craig S. Miller, and John E. Laird. </author> <title> Learning from instruction: A knowledge-level capability within a unified theory of cognition. </title> <booktitle> In Proceedings of the Fifteenth Annual Conference of the Cognitive Science Society, </booktitle> <pages> pages 114-119, </pages> <year> 1993. </year> <month> 136 </month>"
36105,http:##www.ai.mit.edu#people#torrance#papers#ijcai-95.ps,"[Torrance, 1994] <author> Mark C. Torrance. </author> <title> Natural communication with robots. </title> <type> Master\'s thesis, </type> <institution> MIT Artificial Intelligence Laboratory, </institution> <year> 1994. </year>"
36105,http:##www.ai.mit.edu#people#torrance#papers#thesis.ps,"[Torrance, 1994] <author> Mark C. Torrance. </author> <title> Natural communication with robots. </title> <type> Master\'s thesis, </type> <institution> MIT Artificial Intelligence Laboratory, </institution> <year> 1994. </year>"
36126,http:##www.cs.duke.edu#~mlittman#docs#witness-tm.ps,"[92] <author> Michael L. Littman. </author> <title> The witness algorithm: Solving partially observable Markov decision processes. </title> <type> Technical Report CS-94-40, </type> <institution> Brown University, Department of Computer Science, </institution> <address> Providence, Rhode Island, </address> <month> December </month> <year> 1994. </year>"
36131,http:##www.cs.berkeley.edu#~russell#papers#tr94-apn.ps,"[ Russell et al., 1995 ] <author> S. J. Russell, J. Binder, D. Koller, and K. </author> <title> Kanazawa Adaptive probabilistic networks. </title> <note> To appear, IJCAI-95. </note>"
36140,ftp:##archive.cis.ohio-state.edu#pub#neuroprose#dietterich.error-correcting.ps.Z,"[8] <author> T. G. Dietterich and G. Bakiri. </author> <title> Error-correcting output codes: A general method for improving multiclass inductive learning programs. </title> <booktitle> In Proceedings of AAAI \'91, </booktitle> <pages> pages 572-577. </pages> <publisher> AAAI Press/MIT Press, </publisher> <year> 1991. </year>"
36140,ftp:##ftp.cs.orst.edu#pub#tgd#papers#aaai91-ecoc.ps.gz,"[8] <author> T. G. Dietterich and G. Bakiri. </author> <title> Error-correcting output codes: A general method for improving multiclass inductive learning programs. </title> <booktitle> In Proceedings of AAAI \'91, </booktitle> <pages> pages 572-577. </pages> <publisher> AAAI Press/MIT Press, </publisher> <year> 1991. </year>"
36142,http:##www.tu-chemnitz.de#~ait#publications#icml96.ps.gz,"<author> Ittner, A., and Schlosser, M.(1996), </author> <title> ""Non-Linear Decision Trees-NDT"", </title> <booktitle> Machine Learning: Proceedings of the Thirteenth Conference, </booktitle> <editor> ed: L. Saitta, </editor> <publisher> Morgan Kaufmann, </publisher> <pages> pp. 252-257. </pages>"
36142,http:##www.tu-chemnitz.de#~ait#publications#ifsa97.ps.gz,"<author> Ittner, A., and Schlosser, M.(1996), </author> <title> ""Non-Linear Decision Trees-NDT"", </title> <booktitle> Machine Learning: Proceedings of the Thirteenth Conference, </booktitle> <editor> ed: L. Saitta, </editor> <publisher> Morgan Kaufmann, </publisher> <pages> pp. 252-257. </pages>"
36145,ftp:##ftp.cs.wisc.edu#machine-learning#shavlik-group#opitz.nips96.ps,"[OS96] <author> D. W. Opitz and J. W. Shavlik. </author> <title> Generating accurate and diverse members of a neural-network ensemble. </title> <booktitle> In Proceedings of the Conference on Neural Information Processing Systems (NIPS8), </booktitle> <year> 1996. </year>"
36150,ftp:##ringer.cs.utsa.edu#pub#rosen#decorrelate.ps.Z,"<author> Rosen, B. E. </author> <year> (1996). </year> <title> Ensemble learning using decorrelated neural networks. </title> <journal> Connection Science, </journal> <volume> 8 (34), </volume> <pages> 373-384. </pages>"
36162,ftp:##ftp.icsi.berkeley.edu#pub#techreports#1991#tr-91-009.ps.gz,"[Omohundro, 1991] <author> S. M. Omohundro, </author> <title> Bumptrees for Efficient Function, Constraint, and Classification Learning, </title> <booktitle> Advances in Neural Information Processing Systems 3, </booktitle> <year> 1991 </year>"
36167,http:##c.gp.cs.cmu.edu:5103#afs#cs.cmu.edu#project#learn-2#schneide#psfiles#nips96.ps,"[20] <author> Schneider, J., </author> <year> 1996. </year> <title> Exploiting Model Uncertainty Estimates for Safe Dynamic Control Learning. </title> <booktitle> Neural Information Processing Systems 9. </booktitle>"
36167,http:##www.cs.cmu.edu#afs#cs.cmu.edu#project#learn-2#schneide#psfiles#nips96.ps,"[20] <author> Schneider, J., </author> <year> 1996. </year> <title> Exploiting Model Uncertainty Estimates for Safe Dynamic Control Learning. </title> <booktitle> Neural Information Processing Systems 9. </booktitle>"
36167,http:##www.ri.cmu.edu#afs#cs.cmu.edu#project#learn-2#schneide#psfiles#nips96.ps,"[20] <author> Schneider, J., </author> <year> 1996. </year> <title> Exploiting Model Uncertainty Estimates for Safe Dynamic Control Learning. </title> <booktitle> Neural Information Processing Systems 9. </booktitle>"
36171,http:##www.research.digital.com#SRC#personal#Martin_Abadi#Papers#view-main.ps,"[AP93] <author> Martn Abadi and Gordon D. Plotkin. </author> <title> A logical view of composition. </title> <journal> The--oretical Computer Science, </journal> <volume> 114(1) </volume> <pages> 3-30, </pages> <year> 1993. </year>"
36195,ftp:##info.mcs.anl.gov#pub#tech_reports#reports#P362.ps.Z,"[BL94] <author> R.M. Butler and E.L. Lusk. </author> <title> Monitors, Messages, and Clusters: The P4 Parallel Programming System. </title> <journal> Parallel Computing, </journal> <volume> 20 </volume> <pages> 417-444, </pages> <year> 1994. </year>"
36195,http:##now.cs.berkeley.edu#cs267#anl#doc#p4-paper.ps,"[BL94] <author> R.M. Butler and E.L. Lusk. </author> <title> Monitors, Messages, and Clusters: The P4 Parallel Programming System. </title> <journal> Parallel Computing, </journal> <volume> 20 </volume> <pages> 417-444, </pages> <year> 1994. </year>"
36213,ftp:##ftp.cs.rochester.edu#pub#papers#systems#94.High_performance_synchronization_algorithms.ps.gz,"[66] <author> Leonidas I. Kontothanassis, Robert W. Wisniewski, and Michael L. Scott. </author> <title> Scheduler-conscious synchronization. </title> <journal> ACM Transactions on Computer Systems, </journal> <volume> 15(1):340, </volume> <month> February </month> <year> 1997. </year>"
36213,ftp:##ftp.cs.rochester.edu#pub#papers#systems#94.Multiprogrammed_Synchronization.ps.Z,"[66] <author> Leonidas I. Kontothanassis, Robert W. Wisniewski, and Michael L. Scott. </author> <title> Scheduler-conscious synchronization. </title> <journal> ACM Transactions on Computer Systems, </journal> <volume> 15(1):340, </volume> <month> February </month> <year> 1997. </year>"
36213,ftp:##ftp.cs.rochester.edu#pub#papers#systems#94.tr550.Scheduler_conscious_synchronization.ps.gz,"[66] <author> Leonidas I. Kontothanassis, Robert W. Wisniewski, and Michael L. Scott. </author> <title> Scheduler-conscious synchronization. </title> <journal> ACM Transactions on Computer Systems, </journal> <volume> 15(1):340, </volume> <month> February </month> <year> 1997. </year>"
36225,http:##www.cs.cmu.edu#afs#cs.cmu.edu#user#mmoll#www#iwpt95.ps.gz,"<author> Akker, R. o. d., Ter Doest, H., Moll, M., and Nijholt, A. </author> <year> (1995). </year> <title> Parsing in dialogue sys-tems using typed feature structures. </title> <booktitle> In Proceedings of the International Workshop on Parsing Technologies. </booktitle> <address> Prague/Karlovy Vary, Czech Republic. </address>"
36225,http:##www.cs.cmu.edu#afs#cs.cmu.edu#user#mmoll#www#opdenakker.parsing-dialogues.ps.gz,"<author> Akker, R. o. d., Ter Doest, H., Moll, M., and Nijholt, A. </author> <year> (1995). </year> <title> Parsing in dialogue sys-tems using typed feature structures. </title> <booktitle> In Proceedings of the International Workshop on Parsing Technologies. </booktitle> <address> Prague/Karlovy Vary, Czech Republic. </address>"
36225,http:##www.cs.cmu.edu#~moll#iwpt95.ps.gz,"<author> Akker, R. o. d., Ter Doest, H., Moll, M., and Nijholt, A. </author> <year> (1995). </year> <title> Parsing in dialogue sys-tems using typed feature structures. </title> <booktitle> In Proceedings of the International Workshop on Parsing Technologies. </booktitle> <address> Prague/Karlovy Vary, Czech Republic. </address>"
36225,http:##www.cs.cmu.edu#~moll#opdenakker.parsing-dialogues.ps.gz,"<author> Akker, R. o. d., Ter Doest, H., Moll, M., and Nijholt, A. </author> <year> (1995). </year> <title> Parsing in dialogue sys-tems using typed feature structures. </title> <booktitle> In Proceedings of the International Workshop on Parsing Technologies. </booktitle> <address> Prague/Karlovy Vary, Czech Republic. </address>"
36225,http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#mmoll#www#iwpt95.ps.gz,"<author> Akker, R. o. d., Ter Doest, H., Moll, M., and Nijholt, A. </author> <year> (1995). </year> <title> Parsing in dialogue sys-tems using typed feature structures. </title> <booktitle> In Proceedings of the International Workshop on Parsing Technologies. </booktitle> <address> Prague/Karlovy Vary, Czech Republic. </address>"
36225,http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#mmoll#www#opdenakker.parsing-dialogues.ps.gz,"<author> Akker, R. o. d., Ter Doest, H., Moll, M., and Nijholt, A. </author> <year> (1995). </year> <title> Parsing in dialogue sys-tems using typed feature structures. </title> <booktitle> In Proceedings of the International Workshop on Parsing Technologies. </booktitle> <address> Prague/Karlovy Vary, Czech Republic. </address>"
36274,http:##c.gp.cs.cmu.edu:5103#afs#cs.cmu.edu#project#vit#ftp#ProgCodif.ps,"[SG95] <author> Mary Shaw and David Garlan. </author> <title> Formulations and formalisms in software architecture. </title> <editor> In Jan van Leeuwen, editor, </editor> <booktitle> Computer Science Today: Recent Trends and Developments, Lecture Notes in Computer Science, </booktitle> <volume> Volume 1000. </volume> <publisher> Springer-Verlag, </publisher> <year> 1995. </year>"
36274,http:##www.cs.cmu.edu#afs#cs.cmu.edu#project#vit#ftp#ProgCodif.ps,"[SG95] <author> Mary Shaw and David Garlan. </author> <title> Formulations and formalisms in software architecture. </title> <editor> In Jan van Leeuwen, editor, </editor> <booktitle> Computer Science Today: Recent Trends and Developments, Lecture Notes in Computer Science, </booktitle> <volume> Volume 1000. </volume> <publisher> Springer-Verlag, </publisher> <year> 1995. </year>"
36274,http:##www.ri.cmu.edu#afs#cs.cmu.edu#project#vit#ftp#ProgCodif.ps,"[SG95] <author> Mary Shaw and David Garlan. </author> <title> Formulations and formalisms in software architecture. </title> <editor> In Jan van Leeuwen, editor, </editor> <booktitle> Computer Science Today: Recent Trends and Developments, Lecture Notes in Computer Science, </booktitle> <volume> Volume 1000. </volume> <publisher> Springer-Verlag, </publisher> <year> 1995. </year>"
36318,file:##ftp.cs.wisc.edu#coral#doc#bupeval.survey.ps,"[RSS94] <author> Raghu Ramakrishnan, Divesh Srivastava, and S. Sudarshan. </author> <title> Rule ordering in bottom-up fixpoint evaluation of logic programs. </title> <journal> IEEE Transactions on Knowledge and Data Engineering, </journal> <month> August </month> <year> 1994. </year> <note> To appear. (A shorter version appeared in VLDB, </note> <year> 1990). </year>"
36318,http:##www.cs.wisc.edu#~fischer#ftp#pub#tech-reports#ncstrl.uwmadison#CS-TR-89-889#CS-TR-89-889.ps.Z,"[RSS94] <author> Raghu Ramakrishnan, Divesh Srivastava, and S. Sudarshan. </author> <title> Rule ordering in bottom-up fixpoint evaluation of logic programs. </title> <journal> IEEE Transactions on Knowledge and Data Engineering, </journal> <month> August </month> <year> 1994. </year> <note> To appear. (A shorter version appeared in VLDB, </note> <year> 1990). </year>"
36319,http:##www.isi.edu#~blythe#papers#postscript#thesis.ps.gz,"[ Blythe, 1995 ] <author> Jim Blythe. </author> <title> Planning under uncertainty. </title> <type> Technical report, </type> <institution> School of Computer Science, Carnegie Mellon University, </institution> <year> 1995. </year>"
36330,http:##www.ai.sri.com#~wilkins#mpa#mpa-aips98.ps,"[WMLW94] <author> David E. Wilkins, Karen L. Myers, John D. Lowrance, and Leonard P. Wesley. </author> <title> Planning and reacting in uncertain and dynamic environments. </title> <journal> J. of Experimental and Theoretical Artificial Intelligence Journal, </journal> <volume> 6 </volume> <pages> 197-227, </pages> <year> 1994. </year> <month> 26 </month>"
36334,http:##www.cs.iastate.edu#tech-reports#TR94-21.ps,"[Dha92] <author> Krishna Kishore Dhara. </author> <title> Subtyping among Mutable Types in Object-Oriented Programming Languages. </title> <type> Master\'s thesis, </type> <institution> Iowa State University, Department of Computer Science, Ames, Iowa, </institution> <month> May </month> <year> 1992. </year>"
36392,http:##www.ai.mit.edu#~mpf#desktop#research#QC#the_3_papers#Shor#Shor-95-rev.ps,"[Sho97] <author> Shor, Peter, </author> <title> Polynomial-Time Algorithms for Prime Factorization and Discrete Logarithms on a Quantum Computer, </title> <journal> SIAM Journal of Computing, </journal> <volume> vol. 26 no. 5, </volume> <pages> pp. 1484-1509, </pages> <year> 1997. </year>"
36392,http:##www.ai.mit.edu#~mpf#desktop#research#QC#the_3_papers#Shor#Shor-95.ps,"[Sho97] <author> Shor, Peter, </author> <title> Polynomial-Time Algorithms for Prime Factorization and Discrete Logarithms on a Quantum Computer, </title> <journal> SIAM Journal of Computing, </journal> <volume> vol. 26 no. 5, </volume> <pages> pp. 1484-1509, </pages> <year> 1997. </year>"
36392,http:##www.cs.dartmouth.edu#~ney#cosc185-S96#shor.ps,"[Sho97] <author> Shor, Peter, </author> <title> Polynomial-Time Algorithms for Prime Factorization and Discrete Logarithms on a Quantum Computer, </title> <journal> SIAM Journal of Computing, </journal> <volume> vol. 26 no. 5, </volume> <pages> pp. 1484-1509, </pages> <year> 1997. </year>"
36413,http:##www.aic.nrl.navy.mil#papers#1996#AIC-96-024.ps,"[ Aha and Bankert, 1997 ] <author> D. W. Aha and R. L. Bankert. </author> <title> Cloud classification using error-correcting output codes. </title> <booktitle> Artificial Intelligence Applications: Natural Science, Agriculture, and Environmental Science, </booktitle> <volume> 11 </volume> <pages> 13-28, </pages> <year> 1997. </year>"
36413,http:##www.aic.nrl.navy.mil#papers#1996#AIC-96-024.ps.Z,"[ Aha and Bankert, 1997 ] <author> D. W. Aha and R. L. Bankert. </author> <title> Cloud classification using error-correcting output codes. </title> <booktitle> Artificial Intelligence Applications: Natural Science, Agriculture, and Environmental Science, </booktitle> <volume> 11 </volume> <pages> 13-28, </pages> <year> 1997. </year>"
36454,http:##www.cs.washington.edu#research#projects#lis#www#papers#postscript#hauck-Springbok.ps,"[Hauck94] <author> S. Hauck, G. Borriello, C. Ebeling, ""Springbok: </author> <title> A Rapid-Prototyping System for Board-Level Designs"", </title> <booktitle> 2nd International ACM/SIGDA Workshop on Field-Programmable Gate Arrays, </booktitle> <year> 1994. </year>"
36463,ftp:##ftp.cs.man.ac.uk#pub#TR#UMCS-97-4-1-duckett.ps.Z,"[DN97] <author> Tom Duckett and Ulrich Nehmzow, </author> <title> Experiments in Evidence Based Localisation for a Mobile Robot, </title> <booktitle> In Proc. AISB workshop on ""Spatial Reasoning in Animals and Robots"", </booktitle> <address> Manchester. </address> <institution> Department of Computer Science, </institution> <type> Technical Report Series, ISSN 1361-6153. Report UMCS-97-4-1, </type> <year> 1997 </year>"
36470,ftp:##ftp.cs.man.ac.uk#pub#robotics#sab1.ps.Z,"[Nehmzow & Smithers 91] <author> Ulrich Nehmzow and Tim Smithers, </author> <title> Mapbuilding using Self-Organising Networks, </title> <booktitle> in [SAB 91]. </booktitle>"
36472,ftp:##ftp.cs.man.ac.uk#pub#TR#UMCS-97-4-1-owen.ps.Z,"<author> Owen, C. and Nehmzow, U. </author> <year> (1997). </year> <title> Middle scale robot navigation a case study. </title> <booktitle> In (aisb97, </booktitle> <year> 1997). </year>"
36491,ftp:##ftp.cs.umd.edu#pub#papers#papers#3667#3667.ps.Z,"[3] <author> M. Betke, E. Haritaoglu, L.S. Davis, </author> <title> ""Multiple Vehicle Detection and Tracking in Hard Real-Time,"" </title> <type> Technical Report CS-TR-3667, </type> <institution> University of Maryland, College Park, </institution> <year> 1996. </year>"
36491,http:##www.cs.bc.edu#~betke#research-group#UMD-tech-report-834.ps.gz,"[3] <author> M. Betke, E. Haritaoglu, L.S. Davis, </author> <title> ""Multiple Vehicle Detection and Tracking in Hard Real-Time,"" </title> <type> Technical Report CS-TR-3667, </type> <institution> University of Maryland, College Park, </institution> <year> 1996. </year>"
36491,http:##www.umiacs.umd.edu:80#users#betke#techreport834.ps,"[3] <author> M. Betke, E. Haritaoglu, L.S. Davis, </author> <title> ""Multiple Vehicle Detection and Tracking in Hard Real-Time,"" </title> <type> Technical Report CS-TR-3667, </type> <institution> University of Maryland, College Park, </institution> <year> 1996. </year>"
36511,ftp:##ftp.cs.umass.edu#pub#lesser#decker-95-31.ps,"[9] <author> Keith S. Decker and Victor R. Lesser. </author> <title> Coordination assistance for mixed human and computational agent systems. </title> <booktitle> In Proceedings of Concurrent Engineering 95, </booktitle> <pages> pages 337-348, </pages> <address> McLean, VA, </address> <year> 1995. </year> <institution> Concurrent Technologies Corp. </institution> <note> Also available as UMASS CS TR-95-31. </note>"
36512,ftp:##dis.cs.umass.edu#pub#macron.ps,"[8] <author> K. Decker V. Lesser et al. Macron: </author> <title> An architecture for multi-agent cooperative information gathering. </title> <booktitle> In CIKM Conference, Workshop on Intelligent Information Agents, </booktitle> <year> 1995. </year>"
36524,ftp:##ftp.cs.umass.edu#pub#techrept#techreport#1996#UM-CS-1996-035.ps,"[57] <author> Zilberstein, S., and Lesser, V. R. </author> <title> Intelligent Information Gathering Using Decision Models. </title> <type> Technical Report 96-35, </type> <institution> Computer Science Department, University of Mas-sachusetts, </institution> <year> 1996. </year>"
36541,file:##ftp.cs.utexas.edu#pub#qsim#papers#Pierce+Kuipers-aij-97.ps.Z,"[29] <author> David Pierce. </author> <title> Map Learning with Uninterpreted Sensors and Effectors. </title> <type> PhD thesis, </type> <institution> University of Texas at Austin, </institution> <month> May </month> <year> 1995. </year> <note> (http: //ftp.cs.utexas.edu /pub /qsim /papers /Pierce-PhD-95.ps.Z). Journal Paper Draft February 25, 1996 62 </note>"
36541,file:##ftp.cs.utexas.edu#pub#qsim#papers#Pierce+Kuipers-tr-ai96-246.ps.Z,"[29] <author> David Pierce. </author> <title> Map Learning with Uninterpreted Sensors and Effectors. </title> <type> PhD thesis, </type> <institution> University of Texas at Austin, </institution> <month> May </month> <year> 1995. </year> <note> (http: //ftp.cs.utexas.edu /pub /qsim /papers /Pierce-PhD-95.ps.Z). Journal Paper Draft February 25, 1996 62 </note>"
36558,ftp:##ftp.cc.gatech.edu#pub#coc#tech_reports#1994#GIT-CC-94-34.ps.Z,"[62] <author> Ranjit John and Mustaque Ahamad. </author> <title> Evaluation of causal distributed shared memory for data-race-free programs. </title> <type> Technical Report GIT-CC94/34, </type> <institution> College of Computing, Georgia Institute of Technology, Atlanta, Georgia 303320280, </institution> <year> 1994. </year>"
36558,http:##www.cc.gatech.edu#grads#k#Prince.Kohli#sigops_cm.ps.gz,"[62] <author> Ranjit John and Mustaque Ahamad. </author> <title> Evaluation of causal distributed shared memory for data-race-free programs. </title> <type> Technical Report GIT-CC94/34, </type> <institution> College of Computing, Georgia Institute of Technology, Atlanta, Georgia 303320280, </institution> <year> 1994. </year>"
36573,ftp:##st.cs.uiuc.edu#pub#papers#frameworks#reusable-oo-design.ps,"[Johnson 1991] <author> Johnson, Ralph E.; & Russo, Vincent F. </author> <title> Reusing ObjectOriented Designs (UIUCDCS-R-91-1696). </title> <institution> Urbana, IL: University of Illinois at Urbana-Champaign, Department of Computer Science, </institution> <year> 1991. </year>"
36585,http:##www.cs.gatech.edu#computing#classes#cs8112m#papers#tracz-paper1.ps,"[Tracz 1993] <author> Tracz, W.; Coglianese, L.; & Young, P. </author> <title> A DomainSpecific Software Architecture Engineering Process Outline. </title> <booktitle> SIGSOFT Software Engineering Notes 18,2 (April 1993): </booktitle> <pages> 40-49. </pages>"
36586,file:##cse.ogi.edu#pub#tech-reports#1992#92-002.ps.gz,"[Weinand 1989] <author> Weinand, A.; Gamma, E.; & Marty, R. </author> <title> Design and Implementation of ET++, a Seamless ObjectOriented Application Framework. Structured Programming 10, </title> <booktitle> 2 (1989): </booktitle> <pages> 63-87. </pages>"
36591,http:##www.cs.wisc.edu#~fischer#ftp#pub#tech-reports#ncstrl.uwmadison#CS-TR-96-1301#CS-TR-96-1301.ps.Z,"[7] <author> Goldstein, J., Ramakrishnan, R. and Yu, </author> <title> Jie-bing ""Using Constraints to Query R* Trees"", </title> <type> Manuscript. </type>"
36591,http:##www.cs.wisc.edu#~jiebing#rtree.ps,"[7] <author> Goldstein, J., Ramakrishnan, R. and Yu, </author> <title> Jie-bing ""Using Constraints to Query R* Trees"", </title> <type> Manuscript. </type>"
